"energy","valence","Count"
0.83,0.59,14
0.841,0.415,14
0.842,0.47,14
0.846,0.51,14
0.849,0.8,14
0.853,0.898,14
0.862,0.427,14
0.862,0.597,14
0.865,0.703,14
0.87,0.57,14
0.87,0.59,14
0.874,0.571,14
0.878,0.673,14
0.879,0.504,14
0.881,0.61,14
0.886,0.748,14
0.911,0.881,14
0.92,0.683,14
0.924,0.881,14
0.925,0.598,14
0.942,0.833,14
0.06,0.321,13
0.0867,0.394,13
0.201,0.456,13
0.246,0.403,13
0.262,0.4,13
0.264,0.0385,13
0.268,0.382,13
0.31,0.46,13
0.317,0.198,13
0.317,0.365,13
0.347,0.293,13
0.353,0.137,13
0.361,0.342,13
0.367,0.452,13
0.367,0.532,13
0.379,0.201,13
0.388,0.512,13
0.392,0.893,13
0.409,0.521,13
0.413,0.501,13
0.415,0.653,13
0.422,0.525,13
0.434,0.179,13
0.437,0.867,13
0.441,0.0422,13
0.441,0.374,13
0.446,0.535,13
0.452,0.549,13
0.454,0.667,13
0.456,0.303,13
0.461,0.592,13
0.465,0.33,13
0.469,0.657,13
0.477,0.171,13
0.48,0.352,13
0.488,0.289,13
0.492,0.68,13
0.496,0.444,13
0.5,0.118,13
0.5,0.458,13
0.504,0.714,13
0.509,0.549,13
0.516,0.454,13
0.522,0.34,13
0.524,0.466,13
0.527,0.412,13
0.528,0.743,13
0.53,0.651,13
0.532,0.676,13
0.536,0.271,13
0.537,0.787,13
0.542,0.42,13
0.551,0.381,13
0.557,0.13,13
0.557,0.523,13
0.558,0.332,13
0.558,0.539,13
0.558,0.575,13
0.563,0.526,13
0.57,0.51,13
0.574,0.166,13
0.585,0.11,13
0.585,0.344,13
0.589,0.664,13
0.595,0.533,13
0.6,0.296,13
0.602,0.186,13
0.602,0.535,13
0.605,0.268,13
0.606,0.53,13
0.606,0.921,13
0.608,0.635,13
0.61,0.696,13
0.612,0.478,13
0.622,0.608,13
0.624,0.632,13
0.627,0.712,13
0.629,0.133,13
0.655,0.753,13
0.659,0.719,13
0.666,0.439,13
0.67,0.656,13
0.673,0.688,13
0.679,0.235,13
0.679,0.951,13
0.68,0.568,13
0.684,0.512,13
0.697,0.242,13
0.701,0.876,13
0.701,0.886,13
0.705,0.577,13
0.706,0.711,13
0.711,0.395,13
0.714,0.288,13
0.723,0.686,13
0.727,0.156,13
0.732,0.478,13
0.735,0.115,13
0.74,0.351,13
0.744,0.381,13
0.747,0.363,13
0.747,0.622,13
0.747,0.891,13
0.751,0.69,13
0.752,0.699,13
0.754,0.302,13
0.755,0.132,13
0.755,0.165,13
0.758,0.236,13
0.759,0.598,13
0.76,0.607,13
0.765,0.666,13
0.767,0.345,13
0.768,0.662,13
0.773,0.694,13
0.781,0.771,13
0.792,0.533,13
0.794,0.487,13
0.801,0.763,13
0.804,0.208,13
0.807,0.753,13
0.813,0.893,13
0.818,0.86,13
0.82,0.158,13
0.821,0.647,13
0.823,0.337,13
0.829,0.805,13
0.831,0.322,13
0.837,0.749,13
0.839,0.452,13
0.851,0.601,13
0.852,0.68,13
0.855,0.541,13
0.861,0.645,13
0.862,0.333,13
0.865,0.491,13
0.866,0.828,13
0.869,0.726,13
0.877,0.968,13
0.881,0.619,13
0.886,0.594,13
0.924,0.609,13
0.938,0.887,13
0.99,0.0576,13
0.0122,0.0421,12
0.0173,0.0644,12
0.0353,0.037,12
0.105,0.0483,12
0.178,0.117,12
0.186,0.322,12
0.278,0.562,12
0.307,0.24,12
0.323,0.464,12
0.331,0.102,12
0.334,0.312,12
0.344,0.383,12
0.347,0.261,12
0.382,0.287,12
0.387,0.317,12
0.388,0.759,12
0.394,0.264,12
0.395,0.233,12
0.413,0.268,12
0.421,0.578,12
0.422,0.693,12
0.426,0.317,12
0.426,0.335,12
0.431,0.224,12
0.437,0.127,12
0.461,0.963,12
0.48,0.72,12
0.482,0.492,12
0.487,0.2,12
0.5,0.191,12
0.514,0.286,12
0.523,0.629,12
0.528,0.544,12
0.529,0.524,12
0.53,0.641,12
0.541,0.931,12
0.544,0.29,12
0.545,0.554,12
0.555,0.928,12
0.569,0.77,12
0.57,0.487,12
0.58,0.621,12
0.581,0.247,12
0.583,0.566,12
0.588,0.451,12
0.589,0.491,12
0.601,0.117,12
0.602,0.579,12
0.604,0.278,12
0.608,0.505,12
0.613,0.738,12
0.62,0.81,12
0.621,0.975,12
0.623,0.35,12
0.625,0.464,12
0.628,0.192,12
0.63,0.822,12
0.634,0.673,12
0.634,0.724,12
0.64,0.469,12
0.642,0.3,12
0.645,0.171,12
0.647,0.593,12
0.649,0.629,12
0.652,0.464,12
0.654,0.575,12
0.658,0.353,12
0.658,0.88,12
0.662,0.533,12
0.666,0.876,12
0.668,0.145,12
0.674,0.462,12
0.676,0.124,12
0.676,0.478,12
0.68,0.397,12
0.68,0.437,12
0.68,0.483,12
0.68,0.583,12
0.688,0.874,12
0.689,0.41,12
0.692,0.363,12
0.695,0.642,12
0.702,0.449,12
0.703,0.738,12
0.704,0.615,12
0.707,0.587,12
0.71,0.428,12
0.711,0.409,12
0.712,0.389,12
0.716,0.0581,12
0.716,0.718,12
0.718,0.359,12
0.719,0.368,12
0.72,0.763,12
0.725,0.722,12
0.727,0.501,12
0.728,0.43,12
0.728,0.782,12
0.729,0.927,12
0.734,0.644,12
0.734,0.742,12
0.74,0.337,12
0.74,0.914,12
0.745,0.599,12
0.747,0.921,12
0.748,0.404,12
0.756,0.584,12
0.757,0.669,12
0.759,0.495,12
0.767,0.862,12
0.767,0.902,12
0.781,0.693,12
0.783,0.616,12
0.791,0.902,12
0.795,0.221,12
0.799,0.307,12
0.804,0.511,12
0.804,0.549,12
0.809,0.342,12
0.813,0.598,12
0.817,0.31,12
0.818,0.605,12
0.818,0.71,12
0.82,0.452,12
0.821,0.71,12
0.828,0.712,12
0.835,0.815,12
0.839,0.587,12
0.845,0.157,12
0.845,0.718,12
0.853,0.825,12
0.854,0.377,12
0.859,0.325,12
0.864,0.0712,12
0.867,0.863,12
0.883,0.446,12
0.883,0.729,12
0.888,0.731,12
0.894,0.477,12
0.136,0.196,11
0.204,0.0988,11
0.23,0.205,11
0.264,0.528,11
0.309,0.192,11
0.347,0.338,11
0.361,0.783,11
0.392,0.524,11
0.395,0.149,11
0.4,0.422,11
0.412,0.261,11
0.428,0.255,11
0.428,0.427,11
0.429,0.565,11
0.434,0.855,11
0.435,0.351,11
0.448,0.665,11
0.449,0.553,11
0.458,0.243,11
0.461,0.523,11
0.472,0.298,11
0.476,0.878,11
0.477,0.336,11
0.483,0.248,11
0.484,0.412,11
0.491,0.285,11
0.495,0.732,11
0.497,0.101,11
0.498,0.577,11
0.499,0.161,11
0.5,0.475,11
0.503,0.142,11
0.511,0.0941,11
0.516,0.921,11
0.522,0.652,11
0.524,0.433,11
0.525,0.296,11
0.53,0.638,11
0.533,0.698,11
0.536,0.399,11
0.54,0.734,11
0.541,0.268,11
0.544,0.255,11
0.545,0.509,11
0.551,0.265,11
0.552,0.533,11
0.556,0.437,11
0.557,0.314,11
0.557,0.705,11
0.558,0.28,11
0.558,0.59,11
0.559,0.842,11
0.561,0.798,11
0.562,0.255,11
0.562,0.365,11
0.562,0.377,11
0.566,0.697,11
0.568,0.819,11
0.569,0.395,11
0.571,0.451,11
0.574,0.157,11
0.574,0.45,11
0.578,0.608,11
0.579,0.614,11
0.58,0.24,11
0.582,0.46,11
0.588,0.89,11
0.589,0.39,11
0.589,0.657,11
0.591,0.354,11
0.591,0.548,11
0.593,0.602,11
0.595,0.959,11
0.596,0.869,11
0.597,0.393,11
0.599,0.518,11
0.604,0.113,11
0.612,0.374,11
0.612,0.828,11
0.613,0.142,11
0.613,0.518,11
0.623,0.616,11
0.624,0.403,11
0.628,0.52,11
0.629,0.519,11
0.63,0.137,11
0.636,0.114,11
0.638,0.828,11
0.65,0.288,11
0.651,0.969,11
0.658,0.472,11
0.66,0.57,11
0.667,0.223,11
0.669,0.61,11
0.67,0.593,11
0.671,0.591,11
0.671,0.726,11
0.672,0.789,11
0.673,0.484,11
0.676,0.675,11
0.678,0.314,11
0.678,0.358,11
0.68,0.502,11
0.68,0.96,11
0.683,0.656,11
0.688,0.566,11
0.688,0.687,11
0.689,0.229,11
0.689,0.663,11
0.699,0.81,11
0.7,0.897,11
0.702,0.478,11
0.702,0.767,11
0.703,0.524,11
0.704,0.378,11
0.704,0.498,11
0.709,0.634,11
0.711,0.326,11
0.712,0.371,11
0.714,0.349,11
0.714,0.479,11
0.716,0.497,11
0.717,0.547,11
0.719,0.936,11
0.72,0.807,11
0.722,0.693,11
0.723,0.715,11
0.724,0.427,11
0.725,0.322,11
0.726,0.693,11
0.728,0.716,11
0.728,0.772,11
0.736,0.396,11
0.737,0.302,11
0.738,0.821,11
0.739,0.775,11
0.74,0.647,11
0.747,0.43,11
0.747,0.848,11
0.76,0.448,11
0.76,0.748,11
0.764,0.484,11
0.765,0.0923,11
0.767,0.743,11
0.772,0.404,11
0.776,0.489,11
0.777,0.194,11
0.779,0.811,11
0.783,0.634,11
0.784,0.25,11
0.787,0.676,11
0.799,0.829,11
0.803,0.632,11
0.804,0.435,11
0.815,0.637,11
0.819,0.876,11
0.821,0.182,11
0.821,0.436,11
0.821,0.467,11
0.821,0.953,11
0.826,0.574,11
0.841,0.719,11
0.843,0.8,11
0.856,0.269,11
0.858,0.319,11
0.861,0.88,11
0.863,0.612,11
0.871,0.884,11
0.874,0.809,11
0.881,0.364,11
0.899,0.965,11
0.903,0.233,11
0.913,0.261,11
0.917,0.951,11
0.924,0.91,11
0.933,0.728,11
0.935,0.56,11
0.949,0.974,11
0.951,0.376,11
0.966,0.818,11
0.00588,0.0395,10
0.00738,0.0534,10
0.0649,0.147,10
0.103,0.13,10
0.228,0.0948,10
0.275,0.302,10
0.294,0.132,10
0.295,0.331,10
0.321,0.448,10
0.333,0.365,10
0.344,0.469,10
0.346,0.13,10
0.349,0.214,10
0.373,0.732,10
0.376,0.564,10
0.377,0.386,10
0.39,0.288,10
0.401,0.202,10
0.401,0.319,10
0.408,0.22,10
0.408,0.287,10
0.417,0.669,10
0.42,0.521,10
0.421,0.272,10
0.422,0.158,10
0.422,0.377,10
0.429,0.416,10
0.445,0.136,10
0.447,0.0943,10
0.447,0.267,10
0.453,0.382,10
0.458,0.555,10
0.469,0.347,10
0.475,0.585,10
0.476,0.579,10
0.477,0.711,10
0.485,0.242,10
0.492,0.744,10
0.492,0.856,10
0.507,0.59,10
0.524,0.556,10
0.526,0.164,10
0.526,0.642,10
0.532,0.267,10
0.532,0.344,10
0.533,0.1,10
0.539,0.939,10
0.54,0.737,10
0.54,0.796,10
0.543,0.128,10
0.547,0.293,10
0.553,0.458,10
0.557,0.467,10
0.559,0.506,10
0.564,0.314,10
0.564,0.411,10
0.566,0.211,10
0.567,0.545,10
0.569,0.213,10
0.573,0.566,10
0.578,0.88,10
0.581,0.63,10
0.587,0.5,10
0.588,0.569,10
0.592,0.482,10
0.593,0.437,10
0.598,0.35,10
0.601,0.685,10
0.606,0.812,10
0.607,0.377,10
0.608,0.471,10
0.612,0.41,10
0.612,0.798,10
0.616,0.349,10
0.617,0.625,10
0.622,0.425,10
0.623,0.165,10
0.627,0.663,10
0.63,0.819,10
0.635,0.815,10
0.638,0.378,10
0.638,0.436,10
0.64,0.732,10
0.641,0.252,10
0.642,0.477,10
0.648,0.174,10
0.648,0.775,10
0.65,0.889,10
0.651,0.19,10
0.654,0.641,10
0.657,0.719,10
0.66,0.83,10
0.661,0.953,10
0.664,0.144,10
0.666,0.264,10
0.675,0.596,10
0.679,0.881,10
0.68,0.252,10
0.68,0.347,10
0.685,0.344,10
0.694,0.329,10
0.694,0.695,10
0.695,0.524,10
0.697,0.53,10
0.697,0.544,10
0.697,0.97,10
0.698,0.333,10
0.706,0.198,10
0.706,0.393,10
0.706,0.683,10
0.71,0.464,10
0.716,0.229,10
0.717,0.345,10
0.718,0.406,10
0.718,0.557,10
0.724,0.33,10
0.724,0.756,10
0.725,0.57,10
0.729,0.358,10
0.729,0.628,10
0.731,0.761,10
0.732,0.305,10
0.735,0.455,10
0.736,0.656,10
0.738,0.214,10
0.738,0.822,10
0.742,0.92,10
0.745,0.77,10
0.759,0.756,10
0.761,0.344,10
0.764,0.397,10
0.766,0.417,10
0.766,0.767,10
0.774,0.728,10
0.775,0.446,10
0.777,0.61,10
0.781,0.838,10
0.782,0.264,10
0.785,0.585,10
0.787,0.562,10
0.788,0.936,10
0.793,0.591,10
0.794,0.424,10
0.799,0.218,10
0.801,0.632,10
0.801,0.786,10
0.804,0.728,10
0.807,0.242,10
0.81,0.478,10
0.821,0.628,10
0.823,0.458,10
0.824,0.691,10
0.825,0.763,10
0.826,0.961,10
0.828,0.752,10
0.831,0.914,10
0.847,0.57,10
0.848,0.731,10
0.849,0.752,10
0.856,0.467,10
0.861,0.348,10
0.862,0.633,10
0.866,0.843,10
0.87,0.86,10
0.871,0.681,10
0.871,0.817,10
0.873,0.424,10
0.873,0.834,10
0.878,0.721,10
0.879,0.89,10
0.88,0.72,10
0.886,0.461,10
0.886,0.805,10
0.892,0.969,10
0.934,0.811,10
0.951,0.69,10
0.955,0.938,10
0.99,0.386,10
0.0491,0.232,9
0.136,0.364,9
0.236,0.829,9
0.25,0.333,9
0.261,0.401,9
0.266,0.246,9
0.327,0.891,9
0.357,0.51,9
0.361,0.221,9
0.363,0.23,9
0.365,0.331,9
0.37,0.218,9
0.387,0.245,9
0.408,0.496,9
0.436,0.0976,9
0.447,0.519,9
0.448,0.616,9
0.45,0.565,9
0.453,0.555,9
0.454,0.265,9
0.457,0.463,9
0.459,0.407,9
0.463,0.351,9
0.467,0.851,9
0.473,0.596,9
0.479,0.615,9
0.485,0.542,9
0.494,0.468,9
0.502,0.109,9
0.514,0.283,9
0.514,0.875,9
0.515,0.371,9
0.515,0.741,9
0.516,0.116,9
0.521,0.815,9
0.521,0.895,9
0.523,0.397,9
0.524,0.328,9
0.526,0.302,9
0.528,0.707,9
0.53,0.41,9
0.536,0.101,9
0.542,0.296,9
0.543,0.486,9
0.546,0.299,9
0.546,0.354,9
0.552,0.718,9
0.555,0.605,9
0.556,0.389,9
0.557,0.609,9
0.557,0.707,9
0.562,0.294,9
0.564,0.247,9
0.567,0.124,9
0.57,0.362,9
0.572,0.577,9
0.576,0.362,9
0.576,0.889,9
0.581,0.21,9
0.581,0.27,9
0.581,0.503,9
0.582,0.294,9
0.582,0.533,9
0.586,0.43,9
0.588,0.849,9
0.591,0.471,9
0.601,0.698,9
0.604,0.495,9
0.605,0.861,9
0.606,0.417,9
0.607,0.182,9
0.611,0.65,9
0.612,0.768,9
0.613,0.0911,9
0.613,0.424,9
0.621,0.395,9
0.624,0.828,9
0.628,0.61,9
0.63,0.553,9
0.632,0.535,9
0.634,0.0585,9
0.634,0.645,9
0.637,0.581,9
0.64,0.514,9
0.644,0.477,9
0.644,0.56,9
0.645,0.587,9
0.646,0.681,9
0.647,0.477,9
0.649,0.29,9
0.649,0.707,9
0.65,0.169,9
0.652,0.931,9
0.654,0.679,9
0.658,0.0781,9
0.658,0.339,9
0.659,0.315,9
0.659,0.882,9
0.661,0.758,9
0.668,0.293,9
0.671,0.524,9
0.671,0.63,9
0.673,0.112,9
0.676,0.456,9
0.68,0.804,9
0.681,0.595,9
0.682,0.692,9
0.683,0.246,9
0.683,0.744,9
0.684,0.315,9
0.685,0.711,9
0.687,0.595,9
0.687,0.656,9
0.689,0.48,9
0.69,0.566,9
0.691,0.728,9
0.692,0.937,9
0.693,0.939,9
0.694,0.731,9
0.695,0.835,9
0.696,0.564,9
0.697,0.386,9
0.697,0.779,9
0.703,0.237,9
0.706,0.646,9
0.71,0.668,9
0.711,0.397,9
0.711,0.7,9
0.713,0.338,9
0.715,0.516,9
0.717,0.253,9
0.717,0.808,9
0.717,0.89,9
0.719,0.438,9
0.722,0.163,9
0.724,0.596,9
0.725,0.546,9
0.727,0.196,9
0.728,0.561,9
0.732,0.717,9
0.733,0.563,9
0.734,0.351,9
0.734,0.593,9
0.736,0.356,9
0.741,0.17,9
0.743,0.634,9
0.744,0.544,9
0.746,0.169,9
0.746,0.635,9
0.747,0.822,9
0.748,0.547,9
0.75,0.104,9
0.755,0.118,9
0.755,0.964,9
0.757,0.532,9
0.762,0.823,9
0.763,0.625,9
0.765,0.737,9
0.767,0.679,9
0.768,0.583,9
0.769,0.771,9
0.779,0.682,9
0.783,0.602,9
0.789,0.648,9
0.789,0.733,9
0.79,0.681,9
0.792,0.659,9
0.794,0.461,9
0.796,0.516,9
0.797,0.47,9
0.798,0.236,9
0.798,0.939,9
0.801,0.469,9
0.806,0.381,9
0.809,0.63,9
0.811,0.767,9
0.816,0.672,9
0.816,0.802,9
0.818,0.915,9
0.819,0.572,9
0.82,0.805,9
0.824,0.357,9
0.828,0.0767,9
0.829,0.416,9
0.83,0.884,9
0.831,0.738,9
0.833,0.462,9
0.833,0.62,9
0.836,0.881,9
0.838,0.753,9
0.841,0.393,9
0.843,0.562,9
0.844,0.192,9
0.844,0.735,9
0.848,0.551,9
0.848,0.669,9
0.856,0.77,9
0.857,0.724,9
0.871,0.779,9
0.88,0.707,9
0.891,0.331,9
0.893,0.525,9
0.895,0.627,9
0.896,0.858,9
0.898,0.915,9
0.899,0.259,9
0.902,0.888,9
0.91,0.915,9
0.914,0.113,9
0.916,0.565,9
0.973,0.742,9
0.128,0.172,8
0.157,0.345,8
0.177,0.59,8
0.254,0.304,8
0.284,0.671,8
0.285,0.128,8
0.327,0.181,8
0.328,0.262,8
0.337,0.662,8
0.339,0.2,8
0.341,0.822,8
0.388,0.22,8
0.388,0.345,8
0.389,0.639,8
0.39,0.498,8
0.394,0.142,8
0.395,0.372,8
0.401,0.157,8
0.401,0.195,8
0.401,0.274,8
0.406,0.82,8
0.407,0.177,8
0.407,0.489,8
0.415,0.234,8
0.416,0.559,8
0.424,0.455,8
0.425,0.464,8
0.433,0.164,8
0.434,0.496,8
0.435,0.84,8
0.436,0.671,8
0.437,0.828,8
0.438,0.147,8
0.445,0.782,8
0.451,0.475,8
0.457,0.137,8
0.46,0.474,8
0.476,0.109,8
0.476,0.199,8
0.48,0.274,8
0.48,0.48,8
0.483,0.487,8
0.488,0.299,8
0.489,0.539,8
0.489,0.762,8
0.49,0.198,8
0.493,0.703,8
0.497,0.968,8
0.498,0.553,8
0.499,0.262,8
0.499,0.675,8
0.502,0.706,8
0.507,0.205,8
0.509,0.809,8
0.518,0.421,8
0.52,0.403,8
0.521,0.526,8
0.525,0.123,8
0.527,0.451,8
0.531,0.263,8
0.534,0.354,8
0.536,0.359,8
0.537,0.611,8
0.539,0.658,8
0.55,0.296,8
0.552,0.348,8
0.559,0.466,8
0.56,0.192,8
0.564,0.639,8
0.565,0.253,8
0.565,0.685,8
0.567,0.294,8
0.572,0.252,8
0.573,0.406,8
0.578,0.23,8
0.582,0.0847,8
0.584,0.422,8
0.585,0.396,8
0.585,0.91,8
0.586,0.369,8
0.586,0.713,8
0.588,0.482,8
0.59,0.421,8
0.591,0.574,8
0.593,0.249,8
0.593,0.554,8
0.594,0.271,8
0.595,0.454,8
0.597,0.253,8
0.6,0.15,8
0.6,0.383,8
0.602,0.341,8
0.609,0.298,8
0.609,0.324,8
0.617,0.303,8
0.618,0.917,8
0.622,0.34,8
0.625,0.149,8
0.625,0.243,8
0.627,0.416,8
0.628,0.235,8
0.63,0.845,8
0.633,0.376,8
0.633,0.552,8
0.635,0.5,8
0.635,0.535,8
0.636,0.18,8
0.636,0.537,8
0.639,0.382,8
0.64,0.535,8
0.643,0.15,8
0.643,0.321,8
0.644,0.35,8
0.644,0.445,8
0.646,0.709,8
0.648,0.234,8
0.649,0.544,8
0.649,0.787,8
0.65,0.516,8
0.65,0.868,8
0.651,0.408,8
0.653,0.712,8
0.653,0.75,8
0.653,0.862,8
0.654,0.621,8
0.656,0.556,8
0.658,0.243,8
0.66,0.373,8
0.662,0.262,8
0.662,0.319,8
0.662,0.488,8
0.664,0.226,8
0.664,0.714,8
0.665,0.669,8
0.665,0.785,8
0.666,0.761,8
0.667,0.488,8
0.67,0.787,8
0.671,0.37,8
0.671,0.57,8
0.671,0.65,8
0.675,0.476,8
0.675,0.555,8
0.676,0.73,8
0.68,0.815,8
0.681,0.294,8
0.681,0.353,8
0.681,0.393,8
0.681,0.762,8
0.682,0.361,8
0.683,0.708,8
0.688,0.224,8
0.689,0.51,8
0.69,0.527,8
0.691,0.316,8
0.695,0.439,8
0.696,0.422,8
0.698,0.835,8
0.699,0.397,8
0.699,0.641,8
0.701,0.399,8
0.701,0.607,8
0.704,0.145,8
0.707,0.618,8
0.707,0.639,8
0.709,0.624,8
0.712,0.368,8
0.713,0.253,8
0.713,0.299,8
0.713,0.375,8
0.714,0.426,8
0.714,0.563,8
0.715,0.369,8
0.715,0.588,8
0.716,0.197,8
0.719,0.614,8
0.72,0.234,8
0.72,0.789,8
0.722,0.235,8
0.722,0.595,8
0.726,0.471,8
0.727,0.803,8
0.729,0.427,8
0.729,0.562,8
0.732,0.361,8
0.733,0.183,8
0.736,0.723,8
0.737,0.661,8
0.738,0.772,8
0.738,0.859,8
0.74,0.323,8
0.743,0.498,8
0.744,0.517,8
0.747,0.496,8
0.748,0.837,8
0.751,0.741,8
0.754,0.46,8
0.754,0.592,8
0.756,0.752,8
0.762,0.497,8
0.762,0.597,8
0.763,0.719,8
0.766,0.573,8
0.767,0.458,8
0.767,0.79,8
0.767,0.91,8
0.768,0.316,8
0.769,0.33,8
0.77,0.327,8
0.776,0.257,8
0.777,0.899,8
0.779,0.46,8
0.781,0.473,8
0.781,0.679,8
0.789,0.806,8
0.79,0.87,8
0.795,0.535,8
0.795,0.793,8
0.8,0.789,8
0.801,0.493,8
0.803,0.392,8
0.803,0.77,8
0.805,0.551,8
0.808,0.35,8
0.811,0.35,8
0.812,0.273,8
0.812,0.744,8
0.812,0.799,8
0.812,0.823,8
0.813,0.326,8
0.813,0.964,8
0.817,0.234,8
0.818,0.58,8
0.819,0.698,8
0.821,0.673,8
0.823,0.197,8
0.827,0.761,8
0.828,0.599,8
0.829,0.91,8
0.83,0.665,8
0.832,0.633,8
0.834,0.233,8
0.837,0.33,8
0.841,0.744,8
0.842,0.503,8
0.846,0.738,8
0.848,0.702,8
0.852,0.719,8
0.853,0.636,8
0.853,0.677,8
0.853,0.963,8
0.855,0.252,8
0.861,0.905,8
0.863,0.679,8
0.863,0.962,8
0.864,0.594,8
0.864,0.646,8
0.868,0.653,8
0.868,0.727,8
0.869,0.489,8
0.87,0.498,8
0.872,0.412,8
0.872,0.513,8
0.872,0.736,8
0.873,0.543,8
0.873,0.791,8
0.873,0.949,8
0.877,0.909,8
0.884,0.82,8
0.888,0.696,8
0.891,0.82,8
0.901,0.412,8
0.903,0.313,8
0.905,0.773,8
0.908,0.562,8
0.908,0.726,8
0.911,0.495,8
0.911,0.581,8
0.912,0.692,8
0.918,0.602,8
0.918,0.947,8
0.919,0.746,8
0.926,0.869,8
0.927,0.897,8
0.932,0.549,8
0.938,0.714,8
0.945,0.42,8
0.947,0.806,8
0.951,0.474,8
0.951,0.807,8
0.968,0.415,8
0.0391,0.377,7
0.177,0.0616,7
0.19,0.159,7
0.218,0.308,7
0.22,0.209,7
0.225,0.257,7
0.257,0.165,7
0.258,0.347,7
0.259,0.294,7
0.259,0.437,7
0.271,0.182,7
0.282,0.379,7
0.284,0.471,7
0.289,0.483,7
0.331,0.221,7
0.344,0.581,7
0.355,0.06,7
0.358,0.26,7
0.362,0.584,7
0.377,0.199,7
0.38,0.682,7
0.381,0.158,7
0.384,0.286,7
0.384,0.745,7
0.388,0.324,7
0.39,0.0344,7
0.395,0.703,7
0.396,0.515,7
0.396,0.754,7
0.401,0.417,7
0.404,0.565,7
0.405,0.415,7
0.406,0.125,7
0.41,0.264,7
0.41,0.739,7
0.42,0.634,7
0.428,0.32,7
0.428,0.598,7
0.432,0.365,7
0.44,0.357,7
0.449,0.49,7
0.45,0.266,7
0.452,0.345,7
0.454,0.247,7
0.454,0.363,7
0.455,0.191,7
0.455,0.539,7
0.465,0.207,7
0.469,0.288,7
0.469,0.415,7
0.474,0.663,7
0.475,0.477,7
0.477,0.496,7
0.478,0.408,7
0.481,0.282,7
0.483,0.63,7
0.487,0.514,7
0.488,0.411,7
0.491,0.529,7
0.493,0.462,7
0.497,0.596,7
0.499,0.3,7
0.499,0.5,7
0.5,0.163,7
0.5,0.493,7
0.502,0.887,7
0.503,0.381,7
0.504,0.257,7
0.506,0.346,7
0.507,0.469,7
0.507,0.606,7
0.509,0.329,7
0.511,0.313,7
0.512,0.965,7
0.513,0.609,7
0.515,0.493,7
0.515,0.51,7
0.518,0.242,7
0.519,0.539,7
0.52,0.222,7
0.52,0.409,7
0.529,0.336,7
0.529,0.674,7
0.531,0.339,7
0.531,0.569,7
0.532,0.405,7
0.535,0.363,7
0.535,0.421,7
0.539,0.199,7
0.54,0.542,7
0.541,0.183,7
0.542,0.206,7
0.547,0.481,7
0.548,0.452,7
0.552,0.0901,7
0.552,0.451,7
0.557,0.679,7
0.562,0.326,7
0.563,0.597,7
0.564,0.477,7
0.566,0.0777,7
0.567,0.0722,7
0.574,0.368,7
0.574,0.481,7
0.579,0.798,7
0.58,0.539,7
0.58,0.755,7
0.582,0.925,7
0.583,0.102,7
0.583,0.493,7
0.586,0.239,7
0.591,0.423,7
0.592,0.504,7
0.594,0.371,7
0.594,0.758,7
0.597,0.164,7
0.597,0.305,7
0.597,0.491,7
0.597,0.707,7
0.598,0.356,7
0.599,0.611,7
0.602,0.562,7
0.603,0.369,7
0.606,0.285,7
0.606,0.69,7
0.607,0.685,7
0.612,0.726,7
0.614,0.55,7
0.615,0.414,7
0.615,0.53,7
0.615,0.712,7
0.616,0.14,7
0.616,0.158,7
0.616,0.619,7
0.617,0.353,7
0.617,0.52,7
0.618,0.164,7
0.618,0.229,7
0.619,0.351,7
0.621,0.387,7
0.624,0.361,7
0.628,0.387,7
0.629,0.453,7
0.632,0.563,7
0.632,0.867,7
0.633,0.229,7
0.633,0.279,7
0.633,0.464,7
0.637,0.0728,7
0.637,0.335,7
0.639,0.223,7
0.641,0.399,7
0.642,0.328,7
0.643,0.387,7
0.643,0.56,7
0.644,0.0905,7
0.645,0.447,7
0.647,0.318,7
0.649,0.239,7
0.649,0.503,7
0.649,0.588,7
0.649,0.906,7
0.654,0.295,7
0.654,0.704,7
0.656,0.394,7
0.656,0.428,7
0.661,0.271,7
0.662,0.377,7
0.662,0.42,7
0.662,0.468,7
0.662,0.626,7
0.664,0.372,7
0.668,0.232,7
0.668,0.786,7
0.67,0.684,7
0.67,0.759,7
0.672,0.225,7
0.672,0.709,7
0.673,0.659,7
0.673,0.708,7
0.674,0.871,7
0.675,0.55,7
0.676,0.418,7
0.676,0.843,7
0.681,0.678,7
0.682,0.57,7
0.682,0.668,7
0.684,0.785,7
0.685,0.35,7
0.685,0.456,7
0.686,0.543,7
0.687,0.0855,7
0.687,0.217,7
0.688,0.462,7
0.689,0.818,7
0.691,0.534,7
0.691,0.665,7
0.691,0.693,7
0.693,0.691,7
0.697,0.582,7
0.697,0.753,7
0.698,0.511,7
0.698,0.899,7
0.699,0.519,7
0.699,0.524,7
0.701,0.266,7
0.702,0.408,7
0.702,0.412,7
0.702,0.606,7
0.703,0.196,7
0.704,0.252,7
0.704,0.538,7
0.705,0.545,7
0.707,0.589,7
0.707,0.612,7
0.707,0.667,7
0.708,0.229,7
0.709,0.555,7
0.71,0.528,7
0.71,0.606,7
0.713,0.454,7
0.714,0.442,7
0.715,0.63,7
0.715,0.675,7
0.716,0.921,7
0.718,0.311,7
0.718,0.361,7
0.718,0.72,7
0.719,0.725,7
0.72,0.534,7
0.72,0.841,7
